adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,78163,tt0125434,ja,ねらわれた学園,"Mitamura Yuka is a normal, shy high school student… Except for the fact that she has psychic powers. When a new student with similar powers begins to show her skills, creating a force of psychic Nazi student enforcers, Yuka and her friends vow to stop her. But behind it all is a mysterious force that will put Yuka's powers to the ultimate test!",0.005351,/vcYoX2ppwY4oxh9h7Dg0zFVfjgn.jpg,"[{'name': 'Kadokawa Haruki Jimusho', 'id': 4749}, {'name': 'Office Henmi', 'id': 83763}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1981-07-11,0.0,90.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,School in the Crosshairs,False,4.0,2.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,31514,tt0022599,fr,À Nous la Liberté,"One of the all-time comedy classics, René Clair’s À nous la liberté tells the story of Louis, an escaped convict who becomes a wealthy industrialist. Unfortunately, his past returns (in the form of old jail pal Emile) to upset his carefully laid plans. Featuring lighthearted wit, tremendous visual innovation, and masterful manipulation of sound, À nous la liberté is both a potent indictment of mechanized modern society and an uproarious comic delight.",1.209032,/ubKSEmH3OQFujSenUKuKhz4hwZE.jpg,"[{'name': 'Films Sonores Tobis', 'id': 13707}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1931-12-18,0.0,104.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,À Nous la Liberté,False,7.4,16.0
False,,0,"[{'id': 28, 'name': 'Action'}]",,54861,tt0137427,cn,Ma tou da jue dou,"A martial arts fighter, haunted by his past, takes a job as a dock worker in a small village. His vow never to fight again is tested by the cruel owner of the pier.",0.070658,/8TjdwFceRgDQ9Fsc1MJSw8xmIiB.jpg,"[{'name': 'Hong Kong Kai Fa Film Co.', 'id': 85943}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1973-12-31,0.0,90.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,,Freedom Strikes a Blow,False,7.5,2.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,358859,tt4900156,ru,Событие,"In August 1991 a failed coup d'état attempt (known as Putsch) led by a group of hard-core communists in Moscow, ended the 70-year-long rule of the Soviets. The USSR collapsed soon after, and the tricolour of the sovereign Russian Federation flew over Kremlin. As president Gorbachev was detained by the coup leaders, state-run TV and radio channels, usurped by the putschists, broadcast Tchaikovsky's ""Swan Lake"" instead of news bulletins, and crowds of protestors gathered around Moscow's White House, preparing to defend the stronghold of democratic opposition led by Boris Yeltsin, in the city of Leningrad thousands of confused, scared, excited and desperate people poured into the streets to become a part of the event, which was supposed to change their destiny. A quarter of a century later, Sergei Loznitsa revisits the dramatic moments of August 1991 and casts an eye on the event which was hailed worldwide as the birth of ""Russian democracy"".",0.375634,/fGgsODjc0An4nHBY7N97La3PGm2.jpg,"[{'name': 'Filmstudio Demarsh', 'id': 81994}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2015-09-02,0.0,74.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Three days that shook the world or much ado about nothing?,The Event,False,5.0,1.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,154276,tt0088176,en,The Stone Boy,"One summer morning, 12-year-old Arnold Hillerman and his 17-year-old brother Eugene wake at dawn to pick peas and perhaps shoot a wild duck on their family's Montana farm. In a nearby pasture, Arnold's gun fires accidentally. His brother is killed instantly.  Isolated by emotions he can't comprehend, Arnold (Jason Presson) must now come to terms with his grieving family - including his angry father (Academy Award®- winner Robert Duvall), his frightened mother (Oscar®- nominee Glenn Close), his antagonistic uncle (Oscar®- nominee Frederic Forrest) and his gentle, straight-talking grandfather (Wilford Brimley) - while his family must come to terms with Arnold. Linda Hamilton and Dean Cain co-star in this haunting drama that critic Richard Freedman of Newhouse Newspapers calls ""profoundly moving- a magnificently acted tribute to the human spirit!""",0.481371,/yaoLKR2iy8lEZrl11o8DhqzWrb3.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'International Productions', 'id': 12590}, {'name': 'Angeles Entertainment Group', 'id': 12591}, {'name': 'Inverness Productions', 'id': 12592}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-04-04,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In one fatal moment he stood alone. His silence so loud it was deafening.,The Stone Boy,False,5.7,3.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,299269,tt4131682,es,Sueñan los androides,"It is the year 2052, on Earth, in Spain, and the final days of almost everything. The city is a string of abandoned construction sites. Everyday there are fewer people and not all of them are human. A sheep costs four and a half million pesetas and you have to spend a lot of bullets to pay for one.",0.32864,/mNxhzFYsTk1ebKnxxw2QPZdtvje.jpg,"[{'name': 'Ion de Sosa Filmproduktion', 'id': 95143}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2014-11-08,0.0,61.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Androids Dream,False,4.4,5.0
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,251768,tt3468260,en,JLA Adventures: Trapped in Time,"Get ready for a battle of the ages when the Justice League faces off against its archenemies, the Legion of Doom, in an all-new movie from DC Comics. A mysterious being known as the Time Trapper arises, and a sinister plan led by Lex Luthor sends the Legion of Doom back in time to eliminate Superman, Wonder Woman and Batman before they become super heroes. For Aquaman, Flash and Cyborg, along with teen super heroes Karate Kid and Dawnstar, the stakes have never been higher, the rescue mission never deadlier. So join the fight for the future as the Justice League confronts its ultimate challenge… the threat of having never existed!",4.217098,/qcl0cISu8K3yzLZVVZQREaHmCbK.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Warner Home Video', 'id': 2786}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Warner Bros. Home Entertainment Group', 'id': 14772}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-01-21,0.0,52.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"As the sands of time run, thy will shall be done.",JLA Adventures: Trapped in Time,False,5.9,60.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,37144,tt0114736,en,True Crime,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",1.217249,/5lxz78SFABXeT89Wcr7MHJXBDB5.jpg,[],[],1996-03-12,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trust no one.,True Crime,False,5.1,7.0
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",,19425,tt0089789,en,The Peanut Butter Solution,"Peanut butter is the secret ingredient for magic potions made by two friendly ghosts. Eleven-year-old Michael loses all of his hair when he gets a fright and uses the potion to get his hair back, but too much peanut butter causes things to get a bit hairy.",0.797308,/gA1BzXAMSWCEx381qBumZfZ9lLr.jpg,"[{'name': 'Les Productions La Fête Inc.', 'id': 15979}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1985-12-05,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A hair-raising comedy aventure,The Peanut Butter Solution,False,5.7,10.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,147287,tt0060594,de,Das kleine Chaos,"Theo, Marite, and Franz cannot make any money selling magazines door to door, so they try a little robbery.",0.367256,/icrE3prBM7sNHLbTSjIsc5burqJ.jpg,"[{'name': 'Roser Film', 'id': 28955}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1966-12-02,0.0,9.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Little Chaos,False,5.8,6.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,20122,tt0095475,hu,Kárhozat,"Karrer plods his way through life in quiet desperation. His environment is drab and rainy and muddy. Eaten up with solitude, his hopelessness would be incurable but for the existence of the Titanik Bar and its beautiful, haunting singer. But the lady is married and Karrer is determined to keep her husband away...",1.489647,/dOV82ZlI2pFdkbd5jQ1kPtnK7py.jpg,"[{'name': 'Hungarian Film Institute', 'id': 3715}, {'name': 'Hungarian Television', 'id': 3716}, {'name': 'Mokép', 'id': 28762}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}]",1988-10-20,0.0,116.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Damnation,False,7.8,16.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,43899,tt0026266,en,David Copperfield,Charles Dickens' classic tale of an orphaned boy's fight for happiness and the colorful characters who help and hinder him.,1.132759,/oBbCpomvgvYTOtdGsbXFZXH81ST.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-01-18,0.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,1935's most beloved motion picture!,David Copperfield,False,5.4,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,5759,tt0923600,en,Baghead,"Four actors go to a cabin in the woods to write, direct, and act in a film that will jump-start their careers. Their idea is a horror film about a man with a bag over his head, but what happens when that man mysteriously shows up?",1.74461,/13pCUmDySQw41GP0af7PCydZQTZ.jpg,"[{'name': 'Duplass Brothers Productions', 'id': 1974}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-21,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Baghead,False,5.8,23.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,67355,tt0119795,en,No Child of Mine,"Thirteen-year-old Kerry is repeatedly sexually abused by several adults, including at one point her mother. Her father sets her up as a prostitute. Kerry finally calls Childline and is put in a safe house, where she tries to come to terms with what has been done to her. Based on a true story, with the names changed to protect the real Kerry's identity.",0.001408,/vJjhdJadMiuKT2Wxff92rs9VKav.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-02-25,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,No Child of Mine,False,0.0,0.0
False,,0,"[{'id': 37, 'name': 'Western'}]",,143754,tt0061458,it,Per il gusto di uccidere,"Lanky Fellow has a typical cynical SW like way to earn his living. He observes valuable transports of money or gold, but when they are robbed he doesn't intervene, but follows the robbers and then brings the loot back to collect the insurance. When his ""job"" brings him in conflict with the notorious outlaw Gus Kenneback, he has personal reasons to protect the money as Kenneback was once responsible for the death of Lanky's brother.  Source: SWDB http://www.spaghetti-western.net",0.132494,/fO6qMJT1cbltLOSRfoUm5l7lydT.jpg,"[{'name': 'Hercules Cinematografica', 'id': 1335}, {'name': 'Films Montana', 'id': 1376}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1966-08-06,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Taste of Killing,False,6.0,3.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,38018,tt0329111,fr,Les égarés,"Fleeing the June 1940 arrival of Hitler's army in Paris, a young war widow and her two children are rescued from dive-bombing German fighters by a cocky, reckless teenager. He finds them refuge in an abandoned house, but despite the fact that the family quickly comes to be depending much on his cunning and survival abilities, their cohabitation proves uneasy.",2.202524,/vGK985GfopucZO7xCCpYfKQ0lND.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2003-08-20,0.0,95.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Strayed,False,6.0,24.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,28975,tt0096211,en,Taffin,"When a small Irish town is terrorized by a corrupt business syndicate, a lone hero (Brosnan) wages an all out war.",2.076455,/g0QrRK5Ml2n1qaeF74P4iG3pNnH.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1988-02-26,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He didn’t get mad… He got even.,Taffin,False,6.4,8.0
False,,0,"[{'id': 28, 'name': 'Action'}]",,35632,tt0099978,en,Laser Mission,"A CIA agent is sent to get Professor Braun before the KGB can seize him as the Prof's knowledge, together with a recently stolen diamond, could be used to make a laser cannon.",1.980727,/11HVGBQPEIMKTZqF5NRoEnTHpOW.jpg,"[{'name': 'Karat Film', 'id': 17552}, {'name': 'Karat Film International', 'id': 18024}, {'name': 'Interfilm L.A.', 'id': 18025}, {'name': 'IMV Vertieb Media', 'id': 18026}, {'name': 'Azimuth', 'id': 18027}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'NA', 'name': 'Namibia'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1989-11-01,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A race for world power - who will succeed: CIA or KGB,Laser Mission,False,4.0,13.0
False,,4000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,54022,tt0114371,en,Search and Destroy,"A satire about desperate hustling, pop philosophy and big money.",0.737602,/94V0m763mtCw0Ui7FVBQMmo3Aws.jpg,"[{'name': 'October Films', 'id': 236}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'Autumn Pictures', 'id': 65327}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-01,389503.0,90.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A screwball tragedy,Search and Destroy,False,6.1,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,60015,tt0291392,fr,Novo,"After an injury, Graham suffers from short-term memory loss, which causes him to fall back into the abyss of amnesia every 10 minutes. Those around him both profit and suffer from his condition -- his sex-crazed boss, Sabine, tricks him into regular trysts, while his family tries to come to terms with the situation. But when temp Irene starts working at Graham's company, they fall into an affair that begins to make a mark on his memory.",1.955932,/y6uzOfhQySqkhHaJAgVTHEFxGbL.jpg,"[{'name': 'Lumen Films', 'id': 6216}, {'name': 'Alta Films', 'id': 8369}, {'name': 'Amka Films Productions', 'id': 71818}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2002-08-03,0.0,98.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"Each day is a new day... Each time, the first time...",Novo,False,6.4,10.0
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,28070,tt0094077,en,Surf Nazis Must Die,"When the grandson of a gun wielding woman is murdered by neo-nazi surf punks in the post-apocalyptic future, this grandma hunts them down for some bloodthirsty revenge.",1.788913,/ntK9jm6IeTs0mxID4VKXTL8RpZS.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-07-03,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Surf Nazis Must Die,False,3.5,21.0
False,,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,74714,tt0104105,fr,Diên Biên Phu,,0.234366,/cjLOkGgkZhZKZfMg1tESUXEL7S5.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1992-03-04,0.0,125.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Diên Biên Phu,False,5.4,4.0
False,,0,[],,226163,tt2229221,it,Il mundial dimenticato,,0.027318,/A1s1DEElOf4lsvMaTFJyaH9xgnz.jpg,"[{'name': 'Verdeoro', 'id': 17164}, {'name': 'Docksur Producciones', 'id': 17165}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}]",2011-09-05,0.0,,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Il mundial dimenticato,False,0.0,0.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,279984,tt0089010,en,The Defiant Ones,"Monroe and 'Joker' Johnson are two prisoners who despise each other. But after their prison transport crashes, they manage to escapechained to each other.",0.321674,/2LTh6yNlu7WsIDooEbjSCHrp9UJ.jpg,"[{'name': 'MGM Television', 'id': 2230}, {'name': 'Urich Productions', 'id': 89903}, {'name': 'Stormy Weathers Production', 'id': 89904}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-01-05,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Defiant Ones,False,4.3,3.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,43599,tt0023986,en,Employees' Entrance,"Kurt Anderson is the tyrannical manager of a New York department store in financial straits. He thinks nothing of firing an employee of more than 20 years or of toying with the affections of every woman he meets. One such victim is Madeline, a beautiful young woman in need of a job. Anderson hires her as a salesgirl, but not before the two spend the night together. Madeline is ashamed, especially after she falls for Martin West, a rising young star at the store. Her biggest fear is that Martin finds out the truth about her ""career move.""",0.26519,/w3dBcrjT5jUDiVAME71sCFD412n.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-02-11,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Employees' Entrance,False,5.5,5.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,113175,tt0117495,en,Robin of Locksley,"Robin McAllister (Devon Sawa) and his family win the lottery and they end up moving from Kansas City to Seattle where Robin attends Locksley Academy, a wealthy private school. While there Robin comes up with a plan to help one of his friends who was hurt and needs money for an operation by robbing from John Prince Sr., the head of a very wealthy corporation. Robin becomes friends with a couple of misfits at school named Will Scarlett (Billy O'Sullivan) and Little John (Tyler Labine) and also falls for a girl named Marian (Sarah Chalke) who helps train the horses that Robin's family has. While helping out his friends Robin becomes an enemy of John Prince Jr. (Joshua Jackson), the big shot rich kid at school and his friends Warner and Gibson who are also the sons of rich parents. Then Robin goes to join the archery team but is not allowed to because of John Prince Jr. so he starts his own team and his 2 friends join and learn from Robin.",1.076503,/assp8XmQEfQ46hxKR24fGf4lCEm.jpg,"[{'name': 'Showtime Networks', 'id': 4343}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-26,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Robin of Locksley,False,4.0,2.0
False,,0,[],,434973,tt0189102,fi,Sokkotanssi,,0.001194,/tA4wCBjZ4A8gm3Bijs3L4as2RUk.jpg,"[{'name': 'Dada-Filmi Oy', 'id': 38407}]",[],1999-03-12,0.0,,[],Released,,Sokkotanssi,False,0.0,0.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,439,tt0053779,it,La dolce vita,Episodic journey of an Italian journalist scouring Rome in search of love.,11.063822,/mZJ25Th65B2KXM57uIiEzO3Aw81.jpg,"[{'name': 'Pathé Consortium Cinéma', 'id': 220}, {'name': 'Riama Film', 'id': 221}, {'name': 'Société Nationale Pathé Cinéma', 'id': 222}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1960-02-05,19516000.0,174.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The world's most talked about movie today!,La Dolce Vita,False,7.9,305.0
False,,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,17609,tt0870984,da,Antichrist,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",7.769607,/lY4Y9buUIZY17vpvL5dsBpbORo0.jpg,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 315}, {'name': 'Trollhättan Film AB', 'id': 320}, {'name': 'Memfis Film', 'id': 321}, {'name': 'Lucky Red', 'id': 779}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Canal+', 'id': 5358}, {'name': 'ARTE', 'id': 5766}, {'name': 'Film i Väst', 'id': 6417}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'CNC', 'id': 6962}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Slot Machine', 'id': 7777}, {'name': 'Zentropa International Köln', 'id': 8289}, {'name': 'Nordisk Film- & TV-Fond', 'id': 8555}, {'name': 'The Criterion Collection', 'id': 10932}, {'name': 'Zentropa International Poland', 'id': 11236}, {'name': 'ZDF/Arte', 'id': 11237}, {'name': 'Deutsche Filmförderfonds (DFFF)', 'id': 11238}, {'name': 'Liberator Productions', 'id': 11239}, {'name': 'Polski Instytut Sztuki Filmowej', 'id': 11240}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2009-05-18,791867.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When nature turns evil, true terror awaits.",Antichrist,False,6.4,687.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,119738,tt2041488,en,Thunderstruck,"Brian is a 16 year-old who can't play basketball, but he still wants to play like his hero, Kevin Durant. At an Oklahoma City Thunder game, Brian gets chosen to shoot a half court shot which he misses and hits the mascot in the process. Later on, he gets a chance to meet Durant and expresses his desire to play just like him. When Kevin gives Brian the ball, the two  unknowingly switch talents.",7.239241,/f1eJs4xLPzk64VzU31Esc6YQ0Uu.jpg,"[{'name': 'Warner Premiere', 'id': 4811}, {'name': 'Stunts Unlimited', 'id': 79559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-24,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Thunderstruck,False,5.5,37.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,23609,tt0295368,ko,킬러들의 수다,"Guns &amp; Talks is a South Korean film released in 2001. Directed by Jang Jin, it is a comedy about two brothers and their two friends. These four form a group of assassins, who have attracted the attention of a couple of pesky detectives, Sergeant Kim and Inspector Cho.",2.785681,/wTfzlovCrsci3I8g5M6xa0Fukdh.jpg,"[{'name': 'Cinema Service', 'id': 868}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2001-10-12,0.0,120.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Guns & Talks,False,7.0,17.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10752, 'name': 'War'}]",,43387,tt0041387,en,Francis,"The truthful soldier Stirling didn't know how to lie about his source of information, the talking army Mule, Francis, so he was treated as a lunatic and led to one after another hilarious situations, where the mule was the only one that appeared in his right mind. In the process of all this, the mule assisted in uncovering a spy, Mareen, who pretended to be lost among the jungles, but was actually...",2.67732,/crFsrXt4EryvvNf8LhpU4rBQpsX.jpg,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-01-01,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Talking Mule....the funniest film surprise in 5 years!,Francis,False,6.6,8.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,12547,tt0376181,en,Shadows in the Sun,An aspiring young writer (Jackson) tracks a literary titan (Keitel) suffering from writers block to his refuge in rural Italy and learns about life and love from the irascible genius and his daughters.,1.606225,/4d7jburfVLnNWKKllP3lDl8NoUZ.jpg,"[{'name': 'Studio Eight Productions', 'id': 4794}, {'name': 'Backup Films', 'id': 5381}, {'name': 'Fierce Entertainment', 'id': 12138}, {'name': 'Movieweb S.p.a.', 'id': 71445}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2005-05-12,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Shadows in the Sun,False,6.3,12.0
False,"{'id': 309300, 'name': 'The Trip Collection', 'poster_path': '/6ATyIyUbtgI0napk5lFxh6lQTgF.jpg', 'backdrop_path': None}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,426264,tt6193424,en,The Trip to Spain,Steve Coogan and Rob Brydon embark on a road trip along the coast of Spain.,1.223145,/74RSdBGWdtbdClQ2NGJeTTyO7fq.jpg,"[{'name': 'Revolution Films', 'id': 163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2017-08-31,0.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Trip to Spain,False,7.0,6.0
